w_ch1;w_ch2;w_ch3
7,28E+01;1,08E+01;4.999.847
7,68E+01;1,08E+01;4.999.847
6,76E+01;1,65E+01;4.999.847
6,77E+01;1,63E+01;4.999.847
6,53E+01;1,53E+01;4.999.847
6,50E+01;1,60E+01;4.999.847
6,58E+01;7,78E+00;4.999.847
5,94E+01;3,36E+00;4.999.847
5,97E+01;-1,53E-01;4.999.847
6,70E+01;2,14E-01;4.999.847
7,16E+01;5,49E+00;4.999.847
6,27E+01;1,01E+00;4.999.847
5,72E+01;1,34E+01;4.999.847
5,57E+01;1,56E+01;4.999.847
6,27E+01;2,00E+01;4.999.847
7,03E+01;2,01E+00;4.999.847
6,84E+01;2,17E+01;4.999.847
6,27E+01;2,15E+01;4.999.847
5,58E+01;1,80E+01;4.999.847
5,14E+01;1,27E+01;4.999.847
5,45E+01;1,62E+01;4.999.847
5,62E+01;1,07E+00;4.999.847
5,94E+01;-1,37E+01;4.999.847
6,13E+01;-3,31E+01;4.999.847
6,24E+01;-2,14E+00;4.999.847
6,21E+01;-7,32E+00;4.999.847
6,13E+01;-1,28E+01;4.999.847
5,94E+01;-1,22E+01;4.999.847
5,62E+01;-1,51E+00;4.999.847
6,01E+01;-1,62E+01;4.999.847
5,72E+01;-1,10E+01;4.999.847
5,54E+01;6,71E+00;4.999.847
5,43E+01;1,48E+01;4.999.847
5,25E+01;1,56E+01;4.999.847
5,37E+01;9,92E+00;4.999.847
5,36E+01;5,19E+00;4.999.847
5,04E-01;6,41E+00;4.999.847
5,37E+01;1,16E+01;4.999.847
5,94E+01;6,26E+00;4.999.847
6,59E+01;6,41E+00;4.999.847
7,19E+00;1,83E+01;4.999.847
6,71E+01;2,62E+01;4.999.847
5,58E+01;1,24E+01;4.999.847
5,87E+01;7,02E+00;4.999.847
6,12E+01;2,90E-01;4.999.847
5,84E+01;5,19E+00;4.999.847
5,89E+01;4,73E+00;4.999.847
5,84E+01;3,66E+00;4.999.847
5,72E+01;1,08E+01;4.999.847
5,94E+01;5,80E-01;4.999.847
6,27E+01;-8,85E+00;4.999.847
6,96E+01;-1,66E+01;4.999.847
6,82E+01;-1,71E+01;4.999.847
6,27E+01;-1,83E+01;4.999.847
6,29E+01;-7,63E+00;4.999.847
6,03E+01;5,04E+00;4.999.847
6,44E+01;1,46E+01;4.999.847
5,97E+01;1,82E+01;4.999.847
6,07E+01;1,86E+01;4.999.847
5,62E+01;1,88E+01;4.999.847
5,71E+01;1,11E+01;4.999.847
5,25E+01;5,49E+00;2.005.005
5,29E-01;9,46E+00;1.159.668
5,40E+01;9,46E+00;0.7781982
6,01E+01;1,17E+01;0.8239746
6,88E+01;1,74E+01;0.7019043
7,00E+01;1,54E+01;0.6408691
6,73E+01;1,33E+01;0.6256104
6,44E+01;3,05E+00;0.5340576
5,94E+01;7,63E+00;0.6713867
6,53E+01;1,24E+01;0.6713867
6,47E+01;6,26E+00;0.5493164
6,74E+01;-2,44E+00;0.579834
5,71E+01;-2,14E-01;0.5493164
5,69E+01;-5,49E+00;0.6408691
6,21E+01;-7,63E+00;0.6713867
5,71E+01;1,07E+00;0.5187988
5,68E+00;1,10E+01;0.6713867
6,29E+01;1,68E+01;0.6256104
5,78E+01;2,44E+00;0.793457
5,95E+01;-1,53E+00;0.6103516
5,52E+01;1,19E+01;0.4577637
5,63E+01;2,40E+00;0.5950928
5,29E-01;3,36E+01;0.4119873
5,46E+01;4,50E+01;0.6256104
5,33E+01;4,68E+01;0.6866455
5,49E+01;3,22E+01;0.6103516
5,77E+01;2,17E+01;0.6713867
5,52E+01;3,36E+00;0.5493164
5,62E+01;2,90E-01;0.5645752
5,40E+01;-4,12E+00;0.6713867
6,07E+01;-2,17E+01;0.5950928
6,12E+01;-2,20E+01;0.7019043
6,01E+01;-2,75E+00;0.5645752
6,07E+01;-7,93E-01;0.6103516
5,94E+01;-1,37E+01;0.6866455
5,98E+01;-4,58E-01;0.5493164
5,45E+01;3,51E+00;0.4425049
5,28E+01;6,26E+00;0.4730225
5,34E+01;1,04E+01;0.6408691
5,25E+01;-3,97E+00;0.5340576
5,98E+01;-6,56E+00;0.579834
5,95E+01;7,63E+00;0.6408691
6,94E+01;-1,07E+00;0.7019043
7,06E+00;2,59E+00;0.6561279
7,05E+00;4,43E+00;0.4577637
7,29E+01;-1,53E+00;0.5950928
6,82E+01;-1,42E+01;0.7019043
6,87E+01;-4,88E+00;0.5950928
7,13E+01;5,95E+00;0.579834
7,17E+01;1,11E+01;0.6866455
6,67E+01;2,03E+01;0.6103516
6,74E+01;2,67E+01;0.50354
6,93E+00;3,23E+01;0.5187988
6,70E+01;2,56E+01;0.4882812
6,10E+01;3,69E+01;0.579834
5,80E+00;5,17E+00;0.579834
6,18E+00;3,49E+01;0.6408691
6,58E+01;2,04E+01;0.6408691
6,33E+01;1,45E+01;0.6713867
5,75E+01;9,16E+00;0.6866455
6,03E+01;7,63E+00;0.6103516
6,41E+01;5,19E+00;0.7171631
6,67E+01;1,66E+01;0.6713867
5,75E+01;1,71E+01;0.50354
6,48E+01;-5,19E+00;0.5950928
7,16E+01;-2,94E+01;0.6256104
6,32E+01;-2,50E+01;0.6561279
5,87E+01;-4,00E+01;0.5340576
5,52E+01;-3,46E+01;0.6256104
7,60E+01;-3,59E+01;0.5950928
7,25E+01;-3,45E+01;0.4730225
7,60E+01;-1,63E+01;0.5645752
7,43E+00;9,16E-01;0.4730225
6,85E+01;1,51E+00;0.5645752
7,00E+01;2,20E+01;0.579834
6,18E+00;3,92E+01;0.6713867
4,71E+01;4,32E+01;0.4730225
4,06E+01;4,35E+01;0.5950928
4,17E+01;3,52E+00;0.5340576
6,52E+01;3,75E+01;0.5950928
9,70E+00;3,77E+01;0.6103516
0.0001028442;3,56E+01;0.5340576
0.0001014709;2,41E+01;0.4272461
0.0001054382;1,59E+01;0.5645752
0.0001113892;1,16E+01;0.5645752
0.0001068115;3,97E+00;0.6103516
9,70E+00;-2,90E-01;0.579834
8,16E+01;1,07E+01;0.4577637
7,23E+01;2,73E+01;0.6561279
6,68E+00;3,45E+01;0.6103516
6,10E+01;6,18E+00;0.50354
6,99E+01;8,39E+01;0.50354
7,08E+01;0.00010849;0.4730225
8,21E+01;0.0001217651;0.7019043
7,10E+01;0.000100708;0.6256104
6,18E+00;9,83E+00;0.6103516
7,00E+01;6,85E+01;0.6103516
7,75E+01;8,70E-01;0.3662109
9,26E+01;-3,88E+01;0.4272461
9,58E+00;-5,19E+01;0.5493164
9,23E+01;-8,30E+01;0.4272461
8,64E+01;-9,67E+01;0.6561279
7,10E+01;-0.000115509;0.6866455
6,85E+01;-9,67E+01;0.7324219
6,10E+01;-6,15E+01;0.7019043
6,06E+01;-4,38E+01;0.50354
4,64E+01;-2,33E+01;0.5950928
4,58E+01;-9,31E+00;0.6561279
5,39E+01;3,08E+01;0.4272461
3,86E+01;2,14E+00;0.579834
5,17E+00;4,14E+01;0.5340576
6,12E+01;1,80E+01;0.5187988
7,10E+01;1,37E+01;0.6408691
6,77E+01;2,62E+01;0.6561279
6,42E+00;4,64E+01;0.3814697
6,44E+01;6,79E+01;0.7019043
6,64E+01;6,47E+01;0.50354
6,62E+01;3,07E+01;0.5645752
7,19E+00;-2,06E+01;0.5950928
8,32E+00;-4,43E+01;0.6866455
8,44E+01;-5,66E+01;0.3814697
7,69E+00;-4,24E+01;0.5340576
7,51E+01;-4,26E+01;0.4730225
7,14E+01;-6,18E+00;0.6561279
6,68E+00;-8,09E+01;0.5645752
7,00E+01;-7,92E+01;0.6256104
6,09E+01;-7,64E+01;0.579834
5,28E+01;-4,88E+01;0.50354
5,04E-01;-1,77E+01;0.6561279
5,14E+01;-3,05E+00;0.5950928
5,83E+01;-1,54E+01;0.4577637
6,15E+01;-1,16E+01;0.4272461
6,36E+01;1,16E+01;0.5493164
6,24E+01;3,51E+01;0.4577637
6,79E+01;3,31E+01;0.6561279
6,71E+01;2,11E+01;0.5493164
6,42E+00;3,97E+00;0.7781982
6,47E+01;-7,63E+00;0.4425049
7,03E+01;1,07E+00;0.6103516
6,94E+01;5,49E+00;0.5340576
5,86E+01;5,80E-01;0.6408691
5,48E+01;1,95E+01;0.4425049
5,04E-01;5,86E+01;0.5340576
5,71E+01;7,77E+01;0.5187988
6,36E+01;8,35E+01;0.6103516
6,09E+01;7,14E+01;0.6103516
5,91E+01;4,97E+01;0.5493164
5,94E+01;3,20E+01;0.793457
5,78E+01;3,52E+00;0.579834
6,38E+01;4,06E+01;0.6256104
6,74E+01;4,52E+01;0.6561279
6,87E+01;4,39E+01;0.579834
5,97E+01;2,49E+01;0.4730225
5,95E+01;2,23E+01;0.6561279
4,93E+01;2,58E+01;0.3814697
4,23E+01;2,49E+01;0.6256104
6,15E+01;1,94E+01;0.6561279
8,54E+01;9,46E+00;0.6866455
0.0001069641;5,80E-01;0.4730225
9,75E+01;7,78E+00;0.50354
9,77E+01;2,14E-01;0.579834
9,00E+01;-1,57E+01;0.4119873
7,51E+01;-4,67E+01;0.3814697
6,82E+01;-6,77E+01;0.6561279
6,91E+01;-5,31E+01;0.5187988
7,00E+01;-1,30E+01;0.5187988
7,64E+01;1,66E+01;0.5950928
6,76E+01;5,25E+01;0.5187988
5,05E+01;5,39E+01;0.6561279
5,69E+01;3,22E+01;0.5950928
6,15E+01;3,49E+01;0.6256104
9,25E+01;1,27E+01;0.6103516
0.0001066589;-8,70E-01;0.5187988
9,61E+01;-1,83E+00;0.7171631
7,16E+01;-2,04E+01;0.7019043
6,85E+01;-3,33E+01;0.5645752
6,84E+01;-3,68E+01;0.4730225
6,27E+01;-6,91E+01;0.6408691
3,46E+01;-6,82E+01;0.6103516
2,20E+01;-6,50E+01;0.4425049
3,92E+01;-6,15E+01;0.6713867
5,22E+01;-5,57E+01;0.6103516
9,16E+01;-2,11E+01;0.6408691
8,16E+01;3,85E+01;0.7781982
4,07E+01;6,06E+01;0.6713867
6,23E+01;4,88E+01;0.5645752
6,47E+01;1,53E-01;0.6866455
7,83E+01;1,07E+01;0.6103516
8,18E+01;4,15E+01;0.5493164
8,18E+01;2,52E-01;0.50354
7,25E+01;-3,97E+00;0.7019043
7,58E+01;-5,49E+01;0.6713867
7,46E+01;-5,60E+01;0.4425049
7,26E+01;-2,93E+01;0.6103516
7,40E+01;-1,72E+01;0.5493164
7,10E+01;-2,44E+00;0.579834
7,08E+01;3,81E+00;0.6103516
5,83E+01;1,50E+01;0.5340576
4,62E+01;4,33E+01;0.6408691
4,44E+01;6,30E+00;0.6256104
4,76E+01;5,63E+01;0.579834
5,62E+01;7,34E+01;0.5340576
5,95E+01;2,46E+01;0.5340576
6,10E+01;-3,20E+01;0.6713867
6,70E+01;-3,81E+01;0.50354
6,45E+01;-3,11E+01;0.5493164
6,56E+00;-3,11E+01;0.4730225
6,61E+01;-4,35E+01;0.5950928
6,50E+01;-5,02E+01;0.6408691
5,83E+01;-4,61E+01;0.5187988
5,49E+01;-3,77E+01;0.6103516
5,34E+01;-3,11E+01;0.6103516
4,90E+01;-1,10E+01;0.5493164
5,39E+01;-4,58E+00;0.579834
5,71E+01;-1,53E+01;0.4577637
5,80E+00;-4,12E+00;0.5950928
5,65E+01;7,63E+00;0.5340576
4,59E+01;3,81E+00;0.5493164
3,74E+01;-3,05E+00;0.3967285
3,51E+01;3,66E+00;0.6561279
3,98E+01;2,56E+01;0.579834
3,10E+01;4,52E+01;0.5645752
4,27E+01;7,83E+01;0.4882812
5,57E+01;8,73E+01;0.6713867
6,97E+01;7,34E+01;0.4882812
5,65E+01;3,16E+01;0.6256104
4,94E+01;5,80E-01;0.6408691
4,90E+01;1,11E+01;0.5493164
5,60E+01;1,37E+01;0.6256104
5,48E+01;1,98E+01;0.579834
5,84E+01;1,77E+01;0.579834
5,16E+01;-1,08E+01;0.7171631
4,49E+01;-2,26E+01;0.6103516
4,67E+01;-1,25E+01;0.6866455
5,00E+01;-2,53E+01;0.50354
4,94E+01;-3,19E+01;0.5493164
5,98E+01;-4,04E+01;0.6256104
6,35E+01;-4,23E+01;0.579834
5,95E+01;-3,89E+01;0.4425049
5,16E+01;-5,08E+01;0.7019043
5,58E+01;-4,50E+01;0.6408691
5,45E+01;-3,62E+01;0.5493164
4,18E+01;-2,93E+01;0.6256104
4,00E+01;-1,92E+01;0.5645752
4,12E+01;-1,62E+01;0.3814697
3,88E+01;-1,05E+01;0.6103516
4,03E+00;-4,88E+00;0.5950928
3,81E+01;3,36E+00;0.6103516
4,33E+01;5,04E+00;0.6256104
4,62E+01;3,66E+00;0.5950928
4,39E+01;0;0.5340576
4,52E+01;-1,07E+00;0.5950928
4,81E+01;9,16E-01;0.7324219
4,71E+01;8,24E+00;0.579834
5,05E+01;1,97E+01;0.4730225
4,81E+01;2,59E+01;0.5187988
4,64E+01;6,41E+00;0.50354
4,41E+00;-3,66E+00;0.7324219
4,07E+01;6,87E+00;0.3967285
3,25E+01;1,31E+01;0.4577637
3,11E+01;2,93E+01;0.5645752
3,97E+01;3,62E+01;0.4730225
4,85E+01;3,36E+00;0.7324219
5,25E+01;6,10E-01;0.5187988
5,29E-01;2,26E+01;0.5340576
5,00E+01;2,84E+01;0.6103516
4,47E+01;4,55E+01;0.5645752
3,60E+01;6,06E+01;0.5950928
4,82E+01;5,25E+01;0.5493164
6,36E+01;1,92E+01;0.6408691
7,11E+01;8,70E-01;0.6103516
7,97E+01;1,46E+01;0.4882812
6,96E+01;1,31E+01;0.5493164
7,64E+01;-3,05E+00;0.50354
6,65E+01;-2,15E+01;0.3662109
5,83E+01;-4,50E+01;0.4730225
5,66E+01;-5,04E-01;0.7019043
5,78E+01;-5,74E+01;0.5340576
6,12E+01;-6,01E+01;0.4272461
6,16E+01;-5,10E+01;0.5340576
6,00E+01;-3,36E+01;0.4577637
5,75E+01;-2,04E+01;0.6561279
5,49E+01;-1,37E+01;0.6408691
5,33E+01;-1,17E+01;0.579834
6,06E+01;-9,61E+00;0.6561279
5,95E+01;-9,77E+00;0.50354
4,55E+01;-1,14E+01;0.4577637
3,02E+00;-1,16E+01;0.5950928
3,36E+01;-9,16E+00;0.5950928
3,71E+01;-1,07E+01;0.5340576
4,17E+01;-1,16E+01;0.4577637
3,92E+01;3,05E-01;0.6103516
4,24E+01;-1,02E+01;0.5950928
4,09E+01;-1,05E+01;0.5645752
4,53E+00;-7,32E+00;0.4730225
4,62E+01;8,24E+00;0.6561279
4,59E+01;1,88E+01;0.6256104
4,64E+01;2,00E+01;0.5645752
4,68E+01;2,24E+01;0.6103516
4,85E+01;1,37E+01;0.5645752
4,65E+01;7,78E+00;0.5187988
5,04E-01;2,29E+00;0.7171631
4,78E+01;-1,53E+00;0.6713867
5,02E+01;-4,27E+00;0.4272461
4,76E+01;-3,51E+00;0.4730225
4,70E+01;-2,14E-01;0.50354
4,90E+01;1,22E+00;0.6713867
4,91E+00;2,29E+00;0.579834
5,04E-01;4,88E+00;0.5493164
5,07E+01;3,66E+00;0.4730225
5,02E+01;3,66E+00;0.6561279
4,79E+00;5,80E-01;0.7476807
4,79E+00;2,29E+00;0.6866455
4,61E+01;3,66E+00;0.4882812
4,67E+01;2,44E+00;0.5340576
4,55E+01;1,07E+00;0.579834
4,67E+01;-1,83E+00;0.6561279
4,55E+01;-2,44E+00;0.5187988
4,46E+01;-3,97E+00;0.6408691
4,49E+01;-4,58E-01;0.4272461
5,02E+01;-1,92E+01;0.579834
4,90E+01;-4,15E+01;0.7019043
5,00E+01;-5,19E+01;0.5950928
4,85E+01;-5,94E+01;0.7629395
4,68E+01;-5,98E+01;0.6713867
4,56E+01;-6,15E+01;0.4119873
4,67E+01;-6,00E+01;0.5493164
4,55E+01;-5,66E+01;0.50354
4,73E+01;-5,45E+01;0.4882812
4,33E+01;-5,58E+01;0.6103516
4,32E+01;-5,36E+01;0.6103516
4,39E+01;-5,07E+01;0.5493164
4,56E+01;-4,71E+01;0.4730225
4,50E+01;-3,91E+00;0.4272461
4,62E+01;-3,51E+01;0.4577637
4,61E+01;-3,48E+01;0.5950928
4,91E+00;-3,02E+00;0.579834
4,47E+01;-2,88E+01;0.5340576
4,62E+01;-2,69E+01;0.5645752
4,35E+01;-2,52E-01;0.5493164
4,44E+01;-2,44E+01;0.4272461
4,55E+01;-2,53E+01;0.579834
4,53E+00;-2,49E+01;0.5645752
4,33E+01;-2,32E+01;0.3662109
4,41E+00;-2,26E+01;0.5645752
4,62E+01;-1,65E+01;0.5950928
4,39E+01;-1,74E+01;0.5645752
4,56E+01;-1,01E+00;0.579834
4,62E+01;-6,10E+00;0.5493164
4,47E+01;-3,36E+00;0.4425049
4,55E+01;-5,80E-01;0.5340576
4,47E+01;-4,12E+00;0.4119873
4,27E+01;-2,14E-01;0.7324219
4,06E+01;-3,51E+00;0.579834
3,95E+01;-3,66E+00;0.5645752
4,21E+01;-4,88E+00;0.6408691
3,80E+01;-9,61E+00;0.6103516
3,97E+01;-8,24E+00;0.4882812
4,01E+01;-9,92E+00;0.5645752
5,17E+00;-9,00E+00;0.5950928
5,58E+01;-4,27E+00;0.6256104
5,62E+01;-9,16E-01;0.5187988
5,84E+01;2,59E+00;0.50354
5,89E+01;1,83E+00;0.6256104
5,49E+01;1,22E+00;0.579834
5,60E+01;2,14E-01;0.5340576
5,48E+01;1,37E+00;0.3814697
5,95E+01;-1,68E+00;0.4119873
5,11E+01;-1,22E+00;0.4882812
4,65E+01;-1,68E+00;0.4882812
4,29E+00;-4,58E+00;0.7629395
3,60E+01;-1,53E+00;0.6713867
3,81E+01;-3,05E-01;0.5187988
3,98E+01;9,16E-01;0.5645752
3,51E+01;5,34E+00;0.7171631
3,63E+01;1,21E+01;0.6103516
4,00E+01;2,17E+01;0.4119873
3,94E+01;1,98E+01;0.6408691
2,98E+01;2,35E+01;0.5645752
2,70E+01;2,21E+01;0.6561279
3,92E+01;2,40E+00;0.5950928
4,53E+00;2,46E+01;0.5950928
4,75E+01;2,18E+01;0.5950928
5,74E+01;2,03E+01;0.5340576
6,52E+01;2,49E+01;0.5493164
5,11E+01;2,46E+01;0.5645752
3,23E+01;2,32E+01;0.5187988
1,97E+01;2,46E+01;0.7476807
2,12E+01;2,49E+01;0.6408691
1,88E+01;2,40E+00;0.6256104
1,04E+01;2,37E+01;0.5950928
5,19E+00;2,14E+00;0.4882812
-3,05E-01;2,08E+01;0.5645752
7,63E+00;1,54E+01;0.3967285
1,46E+01;1,46E+01;0.7171631
1,27E+01;1,31E+01;0.3814697
2,59E+01;1,40E+01;0.5645752
3,20E+01;1,48E+01;0.6103516
3,17E+01;1,69E+01;0.6561279
3,27E+01;1,79E+01;0.5340576
3,13E+01;1,79E+01;0.4730225
1,92E+01;1,68E+01;0.4577637
5,19E+00;1,40E+01;0.5340576
-8,09E+00;1,36E+01;0.7171631
-5,80E-01;1,43E+01;0.3814697
7,17E+00;1,21E+01;0.5493164
1,94E+01;1,30E+01;0.6103516
2,17E+01;9,46E+00;0.579834
3,95E+01;6,71E+00;0.4272461
8,15E+01;3,97E+00;0.6713867
5,39E+01;-3,05E-01;0.5645752
3,86E+01;-1,22E+00;0.5187988
2,70E+01;2,29E+00;0.7324219
1,80E+01;3,51E+00;0.5950928
1,62E+01;4,88E+00;0.5493164
1,50E+01;4,27E+00;0.5187988
2,53E+01;4,43E+00;0.5493164
3,48E+01;3,36E+00;0.50354
3,60E+01;4,88E+00;0.5645752
2,20E+01;1,83E+00;0.6103516
2,46E+01;3,05E-01;0.5187988
2,37E+01;-5,34E+00;0.5340576
1,62E+01;-5,49E+00;0.6103516
2,33E+01;-6,41E+00;0.4577637
3,49E+01;-4,73E+00;0.5340576
3,94E+01;3,36E+00;0.6408691
4,29E+00;6,71E+00;0.50354
4,21E+01;9,16E+00;0.3967285
4,56E+01;1,04E+01;0.4882812
5,77E+01;9,77E+00;0.4882812
5,58E+01;7,02E+00;0.6408691
4,90E+01;5,04E+00;0.6713867
4,82E+01;3,97E+00;0.579834
4,55E+01;0;0.6408691
3,31E+01;-1,53E+00;0.579834
2,75E+01;-4,27E+00;0.6866455
2,75E+01;-5,34E+00;0.5493164
3,02E+00;-5,65E+00;0.4882812
2,58E+01;-3,20E+00;0.7476807
2,78E-01;-2,14E-01;0.6713867
3,71E+01;9,16E-01;0.5950928
3,65E+01;1,53E-01;0.6713867
4,81E+01;9,16E-01;0.6256104
3,92E+01;-9,16E-01;0.4730225
1,71E+01;-7,63E-01;0.50354
2,00E+01;-3,97E+00;0.6408691
3,57E+01;-6,26E+00;0.4730225
3,16E+01;-9,16E+00;0.6408691
2,73E+01;-1,16E+01;0.4730225
3,85E+01;-8,54E+00;0.4577637
3,37E+01;-1,34E+01;0.4272461
2,69E+01;-8,85E+00;0.6713867
2,70E+01;-9,92E+00;0.6103516
4,75E+01;-8,09E+00;0.6103516
4,81E+01;-7,32E+00;0.5493164
4,75E+01;-7,32E+00;0.5187988
4,93E+01;-7,48E+00;0.5950928
3,75E+01;-9,00E+00;0.6408691
4,68E+01;-8,24E+00;0.6103516
6,84E+01;-1,13E+00;0.3356934
6,23E+01;-1,19E+01;0.5340576
5,00E+01;-1,42E+01;0.6713867
4,81E+01;-1,51E+00;0.5340576
5,34E+01;-1,74E+01;0.6103516
6,03E+01;-1,37E+01;0.6408691
5,86E+01;-1,01E+00;0.5187988
7,19E+00;-4,88E+00;0.4425049
8,82E+00;-7,63E-01;0.6408691
8,00E+01;-5,95E+00;0.4425049
7,55E-01;-9,77E+00;0.6103516
6,62E+01;-1,24E+01;0.4730225
6,52E+01;-1,10E+01;0.6408691
5,22E+01;-1,05E+01;0.4425049
4,85E+01;-1,05E+01;0.4577637
4,21E+01;-1,19E+01;0.5187988
4,58E+01;-1,19E+01;0.6713867
4,73E+01;-1,10E+01;0.6408691
4,93E+01;-5,34E+00;0.7019043
4,58E+01;-5,95E+00;0.5645752
4,58E+01;-4,58E+00;0.6866455
4,85E+01;-5,65E+00;0.5340576
4,94E+01;-4,12E+00;0.4882812
4,81E+01;-5,19E+00;0.6103516
4,87E+01;-6,87E+00;0.50354
5,11E+01;-2,75E+00;0.4425049
6,41E+01;-4,12E+00;0.5187988
7,98E+01;-7,63E-01;0.6256104
7,32E+01;-3,20E+00;0.5493164
6,04E+01;-7,02E+00;0.6103516
5,51E+01;-5,80E-01;0.5950928
6,00E+01;-2,14E-01;0.6408691
5,66E+01;1,22E+00;0.579834
5,37E+01;3,20E+00;0.5187988
5,39E+01;4,88E+00;0.6408691
5,71E+01;6,10E-01;0.6256104
5,40E+01;3,20E+00;0.6408691
5,42E+00;1,37E+00;0.5493164
5,52E+01;2,29E+00;0.6256104
5,28E+01;2,14E-01;0.6103516
5,69E+01;1,53E+00;0.6256104
4,96E+01;3,36E+00;0.5645752
5,45E+01;4,27E+00;0.6408691
5,49E+01;1,37E+00;0.6561279
5,34E+01;-2,44E+00;0.5493164
4,99E+01;1,53E+00;0.5493164
4,07E+01;-1,53E-01;0.4730225
3,83E+01;3,97E+00;0.6713867
4,35E+01;3,20E+00;0.5493164
4,62E+01;3,66E+00;0.4730225
3,94E+01;1,83E+00;0.6103516
3,68E+01;-1,07E+00;0.6866455
3,28E+00;1,83E+00;0.5340576
4,64E+01;3,05E-01;0.4272461
6,47E+01;4,58E-01;0.4272461
6,15E+01;-6,10E-01;0.5950928
6,97E+01;-7,63E-01;0.4882812
6,45E+01;-2,29E+00;0.5187988
4,93E+01;1,83E+00;0.5493164
6,13E+01;-1,37E+00;0.6103516
4,96E+01;4,88E+00;0.7019043
3,37E+01;1,22E+00;0.4119873
3,13E+01;2,14E-01;0.4119873
4,79E+00;3,51E+00;0.6561279
4,87E+01;2,14E-01;0.5187988
4,64E+01;6,10E-01;0.4119873
4,49E+01;2,44E+00;0.5187988
4,04E+01;1,07E+00;0.6103516
3,89E+01;-1,22E+00;0.5340576
4,39E+01;-3,20E+00;0.6561279
4,26E+01;-5,49E+00;0.579834
4,81E+01;-4,12E+00;0.5493164
6,73E+01;-4,27E+00;0.5645752
7,02E+01;-3,66E+00;0.5340576
7,40E+01;-1,53E+00;0.4577637
6,71E+01;-3,05E+00;0.5950928
6,35E+01;1,68E+00;0.6866455
4,64E+01;1,68E+00;0.3356934
4,12E+01;1,22E+00;0.5187988
2,37E+01;2,59E+00;0.5340576
1,28E+01;1,83E+00;0.6408691
3,81E+01;2,59E+00;0.5950928
6,07E+01;-1,53E-01;0.6256104
5,62E+01;-3,66E+00;0.7324219
6,01E+01;-2,75E+00;0.5493164
4,97E+01;-1,53E-01;0.6713867
4,27E+01;-2,29E+00;0.5187988
3,45E+01;-4,43E+00;0.5493164
4,29E+00;-4,43E+00;0.50354
5,20E+01;-4,58E+00;0.4425049
6,65E+01;-2,14E-01;0.7171631
5,81E+01;-2,29E+00;0.6256104
5,42E+00;-3,81E+00;0.5493164
5,37E+01;-3,05E+00;0.5187988
5,39E+01;-6,41E+00;0.579834
5,80E+00;-5,34E+00;0.6256104
5,57E+01;-5,49E+00;0.4882812
5,60E+01;-3,51E+00;0.50354
5,31E+01;-2,44E+00;0.5950928
5,13E+01;3,05E+00;0.5645752
4,29E+00;9,16E-01;0.7019043
3,75E+01;-2,44E+00;0.5493164
3,33E+01;-1,22E+00;0.50354
3,40E+00;1,83E+00;0.7019043
3,59E+01;1,83E+00;0.4577637
3,49E+01;2,90E-01;0.6408691
5,84E+01;3,66E+00;0.4730225
5,98E+01;2,75E+00;0.8087158
5,91E+01;2,44E+00;0.5950928
6,13E+01;6,10E-01;0.5187988
4,62E+01;-9,16E-01;0.5645752
4,33E+01;-2,59E+00;0.6408691
4,53E+00;-3,66E+00;0.5340576
4,47E+01;1,68E+00;0.4730225
5,25E+01;1,68E+00;0.5340576
5,97E+01;-1,22E+00;0.50354
5,75E+01;-1,98E+00;0.5187988
5,58E+01;-9,16E-01;0.5493164
5,36E+01;-1,53E+00;0.4882812
5,55E+01;-3,66E+00;0.5645752
5,84E+01;-1,98E+00;0.4272461
5,54E+01;-3,66E+00;0.4730225
5,20E+01;-6,71E+00;0.579834
4,61E+01;-5,65E+00;0.6561279
3,56E+01;-5,80E-01;0.6561279
3,46E+01;-2,29E+00;0.4730225
3,33E+01;3,05E-01;0.5187988
4,47E+01;3,05E-01;0.5187988
6,62E+01;-4,58E-01;0.7019043
7,34E+01;2,59E+00;0.6408691
8,54E+01;4,73E+00;0.6256104
0.0001045227;3,20E+00;0.5493164
9,46E+01;7,63E-01;0.5645752
8,09E+01;-4,73E+00;0.6713867
7,48E+01;-8,09E+00;0.6713867
7,28E+01;-7,17E+00;0.4730225
4,82E+01;-5,80E-01;0.579834
4,59E+01;-2,14E-01;0.6103516
4,78E+01;3,05E-01;0.5645752
5,86E+01;3,05E-01;0.6408691
5,08E+01;-1,53E+00;0.6561279
5,37E+01;-1,68E+00;0.5645752
5,98E+01;-3,97E+00;0.4119873
7,63E+01;-6,41E+00;0.6103516
7,06E+00;-7,02E+00;0.6713867
8,59E+01;-6,56E+00;0.6256104
8,13E+01;-7,17E+00;0.4882812
6,87E+01;-1,13E+00;0.4272461
5,86E+01;-9,77E+00;0.7019043
5,57E+01;-8,39E+00;0.6561279
3,91E+00;-6,41E+00;0.7019043
2,73E+01;-8,39E+00;0.6408691
4,04E+01;-4,73E+00;0.50354
6,27E+01;-1,22E+00;0.6103516
6,74E+01;-3,05E+00;0.4425049
6,93E+00;-1,68E+00;0.579834
5,20E+01;-1,07E+00;0.4730225
4,93E+01;-2,14E-01;0.7171631
5,08E+01;-3,97E+00;0.6256104
5,28E+01;-2,75E+00;0.5645752
6,20E+01;-7,17E+00;0.4882812
4,78E+01;-9,00E+00;0.5645752
5,87E+01;-7,63E+00;0.5493164
5,26E+01;-8,54E+00;0.5950928
4,81E+01;-5,80E-01;0.4882812
3,57E+01;-7,93E-01;0.579834
