w_ch1;w_ch2;w_ch3
2,82E+01;1,21E+01;0.5340576
2,82E+01;1,72E+01;0.6408691
4,55E+01;1,60E+01;0.5950928
5,95E+01;1,42E+01;0.7324219
6,82E+01;1,40E+01;0.6408691
6,30E+00;9,16E+00;0.5645752
6,27E+01;4,58E+00;0.5187988
7,46E+01;6,87E+00;0.4272461
5,63E+01;-1,98E+00;0.5340576
6,30E+00;-3,05E+00;0.7019043
6,47E+01;-3,51E+00;0.5493164
6,61E+01;-3,97E+00;0.6103516
6,24E+01;-9,16E-01;0.5950928
6,30E+00;2,75E+00;0.6561279
5,87E+01;4,43E+00;0.6408691
6,04E+01;6,41E+00;0.579834
6,84E+01;5,65E+00;0.579834
6,32E+01;6,26E+00;0.6713867
4,27E+01;6,41E+00;0.7019043
1,79E+01;8,85E+00;0.4882812
1,77E+01;6,10E+00;0.579834
5,10E+01;5,95E+00;0.5493164
2,55E+01;1,98E+00;0.5187988
4,41E+00;6,10E+00;0.5340576
6,59E+01;6,41E+00;0.5493164
6,47E+01;6,10E+00;0.5493164
6,24E+01;5,34E+00;0.5340576
6,44E+01;6,56E+00;0.4730225
7,78E+01;6,10E+00;0.6256104
7,28E+01;7,02E+00;0.5187988
6,03E+01;1,04E+01;0.579834
5,05E+01;8,85E+00;0.6866455
1,79E+01;6,71E+00;0.6103516
1,83E+01;3,97E+00;0.5340576
4,88E+01;5,19E+00;0.8544922
5,58E+01;4,43E+00;0.5493164
8,35E+01;8,39E+00;0.5187988
8,80E+01;9,31E+00;0.579834
9,83E+00;1,66E+01;0.6713867
6,00E+01;9,00E+00;0.5950928
4,14E+01;9,16E+00;0.7171631
5,57E+01;6,56E+00;0.6561279
5,72E+01;9,77E+00;0.4425049
5,95E+01;6,26E+00;0.579834
6,13E+01;6,41E+00;0.6561279
5,92E+00;3,36E+00;0.579834
6,20E+01;3,51E+00;0.5340576
5,60E+01;6,10E-01;0.6561279
4,84E+01;-1,37E+00;0.7019043
4,78E+01;-2,59E+00;0.6713867
5,58E+01;3,05E+00;0.5645752
5,77E+01;5,34E+00;0.5645752
5,83E+01;1,10E+01;0.5493164
6,45E+01;1,10E+01;0.5950928
6,52E+01;6,10E+00;0.5187988
6,91E+01;1,05E+01;0.8087158
8,09E+01;9,77E+00;0.4882812
9,19E+01;7,63E+00;0.579834
7,71E+01;3,51E+00;0.5645752
4,75E+01;5,49E+00;0.6103516
5,25E+01;5,65E+00;0.5645752
4,79E+00;5,49E+00;0.6561279
4,70E+01;4,58E+00;0.6408691
3,57E+01;9,16E+00;0.6713867
4,01E+01;9,31E+00;0.579834
5,46E+01;1,31E+01;0.7171631
2,85E+01;1,54E+01;0.5950928
7,02E+00;1,37E+01;0.6408691
1,50E+01;1,48E+01;0.6103516
4,68E+01;1,62E+01;0.6561279
6,36E+01;1,62E+01;0.7019043
4,84E+01;1,50E+01;0.5645752
2,56E+01;1,51E+00;0.50354
7,83E+01;1,19E+01;0.6408691
0.0001275635;1,54E+01;0.6408691
0.0001319885;1,79E+01;0.7629395
6,93E+00;1,13E+00;0.4577637
3,62E+01;6,71E+00;0.7324219
3,36E+01;7,63E+00;0.579834
6,59E+01;7,48E+00;0.6408691
9,00E+01;9,46E+00;0.7476807
6,56E+00;1,40E+01;0.6256104
6,29E+01;1,43E+01;0.579834
0.0001017761;1,42E+01;0.7019043
8,04E+01;1,46E+01;0.7171631
5,51E+01;1,21E+01;0.6408691
3,48E+01;1,43E+01;0.5340576
8,61E+01;1,71E+01;0.6561279
6,59E+01;1,31E+01;0.6408691
2,81E+01;1,30E+01;0.5493164
3,14E+00;1,45E+01;0.6408691
4,58E+01;1,37E+01;0.6561279
8,09E+01;1,17E+01;0.7781982
9,90E+01;1,43E+01;0.579834
9,77E+01;1,43E+01;0.4882812
8,15E+01;1,42E+01;0.6256104
6,64E+01;1,80E+01;0.6256104
6,12E+01;1,62E+01;0.7019043
4,23E+01;1,48E+01;0.5187988
2,96E+01;1,21E+01;0.579834
3,30E+01;1,22E+01;0.7629395
4,79E+00;1,17E+01;0.50354
3,78E+00;2,08E+01;0.6866455
9,78E+01;2,85E+01;0.6561279
0.0001275635;2,84E+01;0.6103516
0.0001139832;2,26E+01;0.50354
9,90E+01;1,65E+01;0.6103516
7,58E+01;1,56E+01;0.5645752
5,74E+01;1,34E+01;4.999.847
3,10E+01;1,34E+01;4.999.847
-7,32E+00;1,13E+00;4.999.847
2,79E+01;9,77E+00;4.999.847
6,30E+00;1,22E+01;4.999.847
7,17E+01;2,09E+01;4.999.847
4,12E+00;2,35E+01;4.999.847
9,51E+01;2,62E+01;4.999.847
5,16E+01;1,69E+01;4.999.847
-2,29E+00;1,75E+01;4.999.847
-4,38E+01;1,56E+01;4.999.847
0.0001002502;2,18E+01;4.999.847
0.000178833;2,78E-01;4.999.847
0.0001919556;1,83E+01;4.999.847
0.00012146;9,46E+00;4.999.847
0.0001028442;-3,05E+00;4.999.847
6,97E+01;-4,58E+00;4.999.847
9,25E+01;-1,83E+00;4.999.847
5,58E+01;3,05E+00;4.999.847
4,96E+01;3,51E+00;4.999.847
3,17E+01;2,44E+00;4.999.847
2,24E+01;7,93E-01;4.999.847
7,64E+01;1,62E+01;4.999.847
0.0001387024;1,83E+01;4.999.847
0.0001068115;2,20E+01;4.999.847
5,19E+01;2,09E+01;4.999.847
3,17E+01;1,82E+01;4.999.847
6,44E+01;1,59E+01;4.999.847
6,87E+01;1,71E+01;4.999.847
8,29E+01;1,60E+01;4.999.847
3,63E+01;1,36E+01;4.999.847
3,40E+00;1,45E+01;4.999.847
5,65E+00;1,22E+01;4.999.847
-4,36E+01;5,19E+00;4.999.847
-3,13E+01;4,12E+00;4.999.847
-1,04E+01;9,16E+00;4.999.847
9,16E+00;1,13E+00;4.999.847
5,00E+01;1,11E+01;4.999.847
7,98E+01;1,07E+01;4.999.847
7,20E+01;1,68E+00;4.999.847
5,48E+01;-2,59E+00;4.999.847
2,32E+01;-4,43E+00;4.999.847
-5,95E+00;-2,75E+00;4.999.847
-2,20E+01;-1,53E+00;4.999.847
-5,95E+01;7,63E-01;4.999.847
-3,66E+00;1,01E+00;4.999.847
-1,25E+01;1,68E+01;4.999.847
2,82E+01;2,18E+01;4.999.847
0.0001107788;1,85E+01;4.999.847
1,04E+01;1,07E+01;4.999.847
-6,13E+01;-2,44E+00;4.999.847
-2,58E+01;-7,93E-01;4.999.847
6,50E+01;-7,02E+00;4.999.847
0.0001249695;4,58E-01;4.999.847
0.0001022339;2,59E+00;4.999.847
3,59E+01;-3,20E+00;4.999.847
1,37E+01;-2,90E-01;4.999.847
1,88E+01;-4,58E+00;4.999.847
5,49E+00;-3,66E+00;4.999.847
9,46E+00;0;4.999.847
2,03E+01;4,27E+00;4.999.847
-7,32E+00;5,34E+00;4.999.847
6,26E+00;6,56E+00;4.999.847
3,68E+01;5,19E+00;4.999.847
3,49E+01;7,93E-01;4.999.847
8,71E+01;1,04E+01;4.999.847
9,08E+01;6,41E+00;4.999.847
0.0001174927;7,17E+00;4.999.847
8,26E+01;5,65E+00;4.999.847
3,51E+01;3,51E+00;4.999.847
2,90E+00;3,20E+00;4.999.847
7,63E-01;1,83E+00;4.999.847
-1,80E+01;2,59E+00;4.999.847
-4,10E+01;7,17E+00;4.999.847
5,65E+00;1,05E+01;4.999.847
-2,90E-01;5,19E+00;4.999.847
1,45E+01;1,53E-01;4.999.847
1,43E+01;3,36E+00;4.999.847
2,52E-01;3,97E+00;4.999.847
6,12E+01;3,81E+00;4.999.847
7,20E+01;2,14E-01;4.999.847
2,94E+01;-3,66E+00;4.999.847
1,53E+01;-5,34E+00;4.999.847
1,83E+01;-2,44E+00;4.999.847
2,29E+01;-6,41E+00;4.999.847
7,17E+01;-9,77E+00;4.999.847
6,96E+01;-6,10E+00;4.999.847
9,28E+01;-7,48E+00;4.999.847
7,02E+01;-5,34E+00;4.999.847
5,97E+01;-5,34E+00;4.999.847
6,64E+01;-6,10E+00;4.999.847
6,64E+01;-8,54E+00;4.999.847
7,97E+01;-6,41E+00;4.999.847
7,75E+01;-9,77E+00;4.999.847
8,07E+01;-1,01E+00;4.999.847
8,99E+01;-8,09E+00;4.999.847
8,97E+01;-5,65E+00;4.999.847
8,99E+01;-7,32E+00;4.999.847
7,95E+01;-9,77E+00;4.999.847
7,83E+01;-1,02E+01;4.999.847
0.0001028442;-5,80E-01;4.999.847
0.0001237488;-1,07E+00;4.999.847
0.0001420593;-4,58E-01;4.999.847
0.0001089478;-3,05E-01;4.999.847
0.0001132202;7,63E-01;4.999.847
0.0001005554;3,97E+00;4.999.847
7,00E+01;4,88E+00;4.999.847
8,67E+01;1,22E+00;4.999.847
7,19E+00;2,59E+00;4.999.847
7,49E+01;5,49E+00;4.999.847
5,49E+01;3,05E+00;4.999.847
6,15E+01;1,53E+00;4.999.847
7,54E+01;9,16E-01;4.999.847
5,91E+01;2,44E+00;4.999.847
5,68E+00;3,05E+00;4.999.847
8,82E+00;7,93E-01;4.999.847
0.0001123047;5,95E+00;4.999.847
8,59E+01;7,48E+00;4.999.847
7,39E+01;5,34E+00;4.999.847
3,20E+01;-7,63E-01;4.999.847
8,39E+00;-9,16E-01;4.999.847
-6,10E+00;-2,14E-01;4.999.847
-5,80E-01;-1,53E+00;4.999.847
5,60E+01;4,58E-01;4.999.847
4,47E+01;-4,88E+00;4.999.847
3,36E+00;-5,95E+00;4.999.847
3,05E+00;-7,63E+00;4.999.847
8,04E+01;-6,71E+00;4.999.847
7,10E+01;-9,16E+00;4.999.847
3,68E+01;-1,01E+00;4.999.847
1,48E+01;-9,61E+00;4.999.847
2,43E+01;-6,10E+00;4.999.847
4,65E+01;4,88E+00;4.999.847
0.0001161194;1,13E+00;4.999.847
9,58E+00;3,05E+00;4.999.847
9,92E+01;-1,08E+01;4.999.847
1,74E+01;-2,20E+01;4.999.847
-3,97E+01;-3,02E+00;4.999.847
-1,53E+00;-3,14E+00;4.999.847
3,02E+00;-3,13E+01;4.999.847
4,00E+01;-2,79E+01;4.999.847
3,01E+01;-2,11E+01;4.999.847
2,23E+01;-1,62E+01;4.999.847
1,34E+01;-1,46E+01;4.999.847
2,47E+01;-1,50E+01;4.999.847
2,11E+01;-9,77E+00;4.999.847
3,56E+01;-4,58E+00;4.999.847
4,17E+01;-4,43E+00;4.999.847
5,65E+01;-8,09E+00;4.999.847
2,29E+01;-1,27E+01;4.999.847
1,10E+01;-1,36E+01;4.999.847
2,75E+01;-1,86E+01;4.999.847
2,47E+01;-2,44E+01;4.999.847
1,66E+01;-2,08E+01;4.999.847
1,02E+01;-1,33E+01;4.999.847
2,96E+01;-6,41E+00;4.999.847
4,53E+00;-6,26E+00;4.999.847
4,07E+01;-4,73E+00;4.999.847
2,75E+01;-6,71E+00;4.999.847
3,22E+01;-3,36E+00;4.999.847
2,81E+01;-1,98E+00;4.999.847
1,02E+01;-1,07E+00;4.999.847
7,93E-01;1,53E-01;4.999.847
4,43E+00;0;4.999.847
2,23E+01;2,44E+00;4.999.847
2,82E+01;1,83E+00;4.999.847
3,75E+01;4,73E+00;4.999.847
5,28E+01;6,71E+00;4.999.847
5,22E+01;8,54E+00;4.999.847
3,92E+01;3,20E+00;4.999.847
4,82E+01;-5,49E+00;4.999.847
4,35E+01;-1,04E+01;4.999.847
3,39E+01;-4,12E+00;4.999.847
4,06E+01;-9,16E-01;4.999.847
6,30E+00;5,04E+00;4.999.847
5,39E+01;5,19E+00;4.999.847
3,63E+01;2,29E+00;4.999.847
4,00E+01;6,26E+00;4.999.847
5,13E+01;6,87E+00;4.999.847
5,51E+01;5,95E+00;4.999.847
5,49E+01;5,19E+00;4.999.847
5,49E+01;7,02E+00;4.999.847
5,23E+01;9,16E+00;4.999.847
4,99E+01;8,85E+00;4.999.847
4,29E+00;8,85E+00;4.999.847
4,21E+01;8,85E+00;4.999.847
3,92E+01;1,24E+01;4.999.847
4,94E+01;7,93E-01;4.999.847
4,00E+01;7,93E-01;4.999.847
5,29E-01;5,04E+00;4.999.847
6,36E+01;1,22E+00;4.999.847
6,64E+01;1,98E+00;4.999.847
7,26E+01;3,81E+00;4.999.847
7,37E+01;3,36E+00;4.999.847
6,41E+01;4,58E+00;4.999.847
6,73E+01;7,48E+00;4.999.847
7,17E+01;8,39E+00;4.999.847
6,99E+01;1,10E+01;4.999.847
7,78E+01;1,11E+01;4.999.847
5,72E+01;8,70E-01;4.999.847
3,75E+01;4,73E+00;4.999.847
1,88E+01;4,27E+00;4.999.847
2,27E+00;4,58E-01;4.999.847
2,72E+01;-3,05E-01;4.999.847
5,75E+01;-5,80E-01;4.999.847
6,81E+00;-8,09E+00;4.999.847
6,42E+00;-9,31E+00;4.999.847
7,74E+01;-3,66E+00;4.999.847
8,12E+01;2,59E+00;4.999.847
8,13E+01;4,58E-01;4.999.847
6,56E+00;-1,24E+01;4.999.847
5,51E+01;-1,37E+01;4.999.847
5,58E+01;-4,43E+00;4.999.847
4,70E+01;6,10E-01;4.999.847
4,36E+01;3,97E+00;4.999.847
4,84E+01;5,49E+00;4.999.847
4,30E+01;9,92E+00;4.999.847
3,81E+01;7,48E+00;4.999.847
5,00E+01;4,43E+00;4.999.847
6,12E+01;9,61E+00;4.999.847
5,00E+01;4,88E+00;4.999.847
4,18E+01;-1,25E+01;4.999.847
3,49E+01;-2,03E+01;4.999.847
4,56E+01;-2,29E+01;4.999.847
7,97E+01;-1,07E+01;4.999.847
0.000116272;-4,73E+00;4.999.847
8,79E+01;-9,31E+00;4.999.847
6,96E+01;-5,80E-01;4.999.847
6,32E+01;-7,93E-01;4.999.847
6,33E+01;-9,77E+00;4.999.847
6,74E+01;-1,13E+00;4.999.847
7,16E+01;-5,95E+00;4.999.847
6,84E+01;-9,16E-01;4.999.847
7,69E+00;2,44E+00;4.999.847
7,25E+01;4,88E+00;4.999.847
7,48E+01;6,71E+00;4.999.847
7,03E+01;3,66E+00;4.999.847
7,16E+01;4,43E+00;4.999.847
6,97E+01;1,98E+00;4.999.847
7,00E+01;4,58E+00;4.999.847
7,22E+01;3,20E+00;4.999.847
7,06E+00;2,75E+00;4.999.847
6,88E+01;9,16E-01;4.999.847
6,74E+01;-6,10E-01;4.999.847
6,77E+01;1,53E+00;4.999.847
6,85E+01;2,29E+00;4.999.847
6,38E+01;4,58E+00;4.999.847
6,30E+00;4,43E+00;4.999.847
6,12E+01;5,04E+00;4.999.847
6,32E+01;3,66E+00;4.999.847
6,07E+01;1,53E+00;4.999.847
6,13E+01;3,20E+00;4.999.847
6,01E+01;3,97E+00;4.999.847
5,75E+01;3,97E+00;4.999.847
5,60E+01;9,61E+00;4.999.847
6,24E+01;1,04E+01;4.999.847
5,80E+00;1,71E+01;4.999.847
5,45E+01;1,71E+01;4.999.847
4,35E+01;2,30E+01;4.999.847
3,28E+00;2,69E+01;4.999.847
3,74E+01;2,75E+01;4.999.847
5,20E+01;2,14E+00;4.999.847
6,03E+01;1,92E+01;4.999.847
6,47E+01;1,28E+01;4.999.847
7,35E+01;9,46E+00;4.999.847
6,81E+00;8,70E-01;4.999.847
4,90E+01;1,21E+01;4.999.847
2,90E+00;1,56E+01;4.999.847
1,65E+01;1,57E+01;4.999.847
2,96E+01;2,64E+01;4.999.847
7,87E+01;2,67E+01;4.999.847
9,81E+01;2,06E+01;4.999.847
8,45E+01;2,75E+00;4.999.847
8,38E+01;-3,05E+00;4.999.847
8,26E+01;-2,47E+01;4.999.847
8,01E+01;-2,84E+01;4.999.847
6,79E+01;-2,35E+01;4.999.847
7,63E+01;-8,39E+00;4.999.847
8,90E+01;0;4.999.847
8,39E+01;6,87E+00;4.999.847
7,23E+01;9,46E+00;4.999.847
6,52E+01;1,08E+01;4.999.847
5,87E+01;6,71E+00;4.999.847
5,22E+01;9,16E+00;4.999.847
5,91E+01;1,05E+01;4.999.847
6,23E+01;1,25E+01;4.999.847
6,56E+00;8,39E+00;4.999.847
6,32E+01;-2,90E-01;4.999.847
6,94E+01;-1,40E+01;4.999.847
7,20E+01;-1,77E+01;4.999.847
7,40E+01;-7,32E+00;4.999.847
8,64E+01;8,24E+00;4.999.847
9,49E+01;1,80E+01;4.999.847
9,45E+01;1,62E+01;4.999.847
7,29E+01;1,04E+01;4.999.847
6,23E+01;4,43E+00;4.999.847
6,53E+01;7,32E+00;4.999.847
6,44E+01;9,31E+00;4.999.847
6,81E+00;1,24E+01;4.999.847
7,16E+01;1,10E+01;4.999.847
6,52E+01;1,74E+01;4.999.847
5,40E+01;1,95E+01;4.999.847
5,63E+01;1,42E+01;4.999.847
6,12E+01;1,48E+01;4.999.847
6,58E+01;1,53E+01;4.999.847
6,18E+00;1,42E+01;4.999.847
5,92E+00;1,05E+01;4.999.847
5,97E+01;1,02E+01;4.999.847
5,78E+01;8,85E+00;4.999.847
5,78E+01;9,77E+00;4.999.847
5,84E+01;1,17E+01;4.999.847
5,46E+01;7,78E+00;4.999.847
6,07E+01;1,08E+01;4.999.847
5,80E+00;1,02E+01;4.999.847
6,04E+01;1,31E+01;4.999.847
5,91E+01;1,01E+00;4.999.847
4,64E+01;1,04E+01;4.999.847
4,47E+01;8,09E+00;4.999.847
3,25E+01;7,63E+00;4.999.847
3,02E+00;2,14E-01;4.999.847
4,96E+01;-1,07E+00;4.999.847
8,03E+01;4,58E-01;4.999.847
8,42E+01;2,75E+00;4.999.847
8,77E+01;4,27E+00;4.999.847
7,92E+01;1,53E+00;4.999.847
4,84E+01;2,44E+00;4.999.847
4,70E+01;4,27E+00;4.999.847
5,37E+01;1,05E+01;4.999.847
5,97E+01;1,02E+01;4.999.847
6,15E+01;7,63E+00;4.999.847
5,36E+01;9,16E+00;4.999.847
5,45E+01;1,04E+01;4.999.847
5,65E+01;9,00E+00;4.999.847
5,37E+01;2,59E+00;4.999.847
5,02E+01;5,04E+00;4.999.847
5,19E+01;2,14E-01;4.999.847
5,31E+01;2,29E+00;4.999.847
5,20E+01;3,36E+00;4.999.847
5,19E+01;6,26E+00;4.999.847
5,19E+01;1,19E+01;4.999.847
5,39E+01;1,74E+01;4.999.847
5,51E+01;1,59E+01;4.999.847
5,45E+01;7,93E-01;4.999.847
5,49E+01;-9,16E-01;4.999.847
4,87E+01;-9,61E+00;4.999.847
5,14E+01;-3,51E+00;4.999.847
4,85E+01;7,02E+00;4.999.847
5,33E+01;1,30E+01;4.999.847
4,97E+01;2,70E+01;4.999.847
5,11E+01;3,56E+01;4.999.847
5,17E+00;3,72E+01;4.999.847
5,78E+01;2,96E+01;4.999.847
5,77E+01;1,17E+01;4.999.847
5,62E+01;1,98E+00;4.999.847
5,55E+01;1,19E+01;4.999.847
4,96E+01;1,88E+01;4.999.847
5,23E+01;1,10E+01;4.999.847
5,36E+01;4,43E+00;4.999.847
6,50E+01;3,51E+00;4.999.847
7,08E+01;8,54E+00;4.999.847
6,26E+01;2,75E+00;4.999.847
5,43E+01;-2,14E-01;4.999.847
4,56E+01;-1,28E+01;4.999.847
4,56E+01;-1,68E+01;4.999.847
4,84E+01;-1,68E+01;4.999.847
5,77E+01;-2,58E+01;4.999.847
7,55E-01;-1,89E+00;4.999.847
6,65E+01;4,58E-01;4.999.847
5,86E+01;1,17E+01;4.999.847
5,49E+01;6,87E+00;4.999.847
5,77E+01;1,59E+01;4.999.847
6,48E+01;1,63E+01;4.999.847
6,41E+01;1,88E+01;4.999.847
6,01E+01;1,97E+01;4.999.847
5,25E+01;2,37E+01;4.999.847
4,53E+00;2,40E+00;4.999.847
4,52E+01;-1,37E+00;4.999.847
4,90E+01;-1,77E+01;4.999.847
5,83E+01;-1,16E+01;4.999.847
6,68E+00;2,14E-01;4.999.847
6,48E+01;1,48E+01;4.999.847
6,94E+01;1,74E+01;4.999.847
5,57E+01;6,56E+00;4.999.847
5,69E+01;8,85E+00;4.999.847
5,46E+01;2,44E+01;4.999.847
6,32E+01;3,42E+01;4.999.847
5,63E+01;2,43E+01;4.999.847
5,16E+01;7,48E+00;4.999.847
4,82E+01;9,16E-01;4.999.847
5,63E+01;-8,54E+00;4.999.847
5,65E+01;-1,10E+01;4.999.847
5,75E+01;-1,01E+00;4.999.847
5,58E+01;-1,02E+01;4.999.847
5,62E+01;-8,85E+00;4.999.847
6,01E+01;9,61E+00;4.999.847
6,01E+01;7,78E+00;4.999.847
6,12E+01;7,93E-01;4.999.847
6,27E+01;7,63E-01;4.999.847
6,23E+01;-6,71E+00;4.999.847
6,16E+01;-1,07E+01;4.999.847
5,78E+01;-1,66E+01;4.999.847
5,63E+01;-1,07E+01;4.999.847
5,33E+01;-4,73E+00;4.999.847
5,08E+01;3,81E+00;4.999.847
5,57E+01;9,16E+00;4.999.847
5,62E+01;7,63E+00;4.999.847
5,63E+01;9,00E+00;4.999.847
5,28E+01;1,16E+01;4.999.847
5,65E+01;1,56E+01;4.999.847
5,08E+01;3,81E+00;4.999.847
4,33E+01;-6,56E+00;4.999.847
4,56E+01;-6,41E+00;4.999.847
4,88E+01;-1,68E+00;4.999.847
5,48E+01;-1,83E+00;4.999.847
6,76E+01;-1,37E+00;4.999.847
6,81E+00;-7,93E-01;4.999.847
6,74E+01;9,16E-01;4.999.847
6,62E+01;1,16E+01;4.999.847
6,77E+01;1,92E+01;4.999.847
6,48E+01;2,08E+01;4.999.847
6,18E+00;1,85E+01;4.999.847
6,42E+00;2,09E+01;4.999.847
7,10E+01;2,21E+01;4.999.847
5,69E+01;2,03E+01;4.999.847
4,58E+01;1,43E+01;4.999.847
5,40E+01;8,09E+00;4.999.847
6,36E+01;6,41E+00;4.999.847
6,38E+01;2,75E+00;4.999.847
6,39E+01;1,83E+00;4.999.847
5,92E+00;1,37E+01;4.999.847
5,00E+01;2,41E+01;4.999.847
4,03E+00;3,25E+01;4.999.847
5,37E+01;2,20E+01;4.999.847
6,18E+00;1,50E+01;4.999.847
6,58E+01;2,44E+00;4.999.847
6,62E+01;4,88E+00;4.999.847
6,42E+00;4,88E+00;4.999.847
5,78E+01;-2,17E+01;4.999.847
6,20E+01;-1,53E+01;4.999.847
6,59E+01;1,16E+01;4.999.847
7,16E+01;2,53E+01;4.999.847
8,13E+01;1,56E+01;4.999.847
7,83E+01;1,40E+01;4.999.847
6,13E+01;6,26E+00;4.999.847
6,36E+01;2,94E+01;4.999.847
6,70E+01;5,37E+01;4.999.847
5,54E+01;8,29E+01;4.999.847
4,43E+01;6,52E+01;4.999.847
6,30E+00;4,04E+01;4.999.847
7,68E+01;1,98E+01;4.999.847
5,94E+01;-7,78E+00;4.999.847
6,12E+01;-2,62E+01;4.999.847
6,45E+01;-4,17E+01;4.999.847
6,73E+01;-3,77E+01;189.209
7,31E+00;-2,49E+01;1.068.115
6,97E+01;-1,11E+01;0.9307861
6,59E+01;-1,65E+01;0.5493164
6,24E+01;-3,30E+01;0.7171631
6,04E+01;-2,61E+01;0.5187988
5,77E+01;-3,66E+00;0.7019043
5,68E+00;2,29E+01;0.6103516
5,83E+01;3,49E+01;0.6256104
6,16E+01;4,93E+01;0.6408691
6,76E+01;3,95E+01;0.6256104
6,96E+01;3,66E+00;0.6408691
6,29E+01;-3,07E+01;0.7019043
7,95E+01;-4,70E+01;0.793457
8,27E+01;-4,62E+01;0.7019043
8,04E+01;-2,09E+01;0.6408691
7,71E+01;1,25E+01;0.7019043
7,05E+00;2,59E+01;0.6561279
7,17E+01;3,05E+01;0.6408691
7,54E+01;3,77E+01;0.5493164
7,35E+01;2,79E+01;0.5950928
7,13E+01;1,59E+01;0.5950928
8,56E+01;1,88E+01;0.7324219
8,99E+01;3,20E+01;0.6256104
8,85E+01;4,62E+01;0.6408691
8,51E+01;4,24E+01;0.7324219
8,29E+01;8,54E+00;0.793457
9,37E+01;8,09E+00;0.6561279
8,90E+01;1,24E+01;0.7476807
7,28E+01;3,36E+01;0.5950928
6,55E+00;1,21E+01;0.6713867
8,64E+01;-3,14E+00;0.6103516
0.0001005554;-6,23E+01;0.5493164
9,58E+00;-4,64E+01;0.5645752
9,02E+01;-3,05E+00;0.6256104
9,00E+01;1,19E+01;0.6256104
8,77E+01;-1,83E+00;0.6103516
6,16E+01;-2,90E-01;0.6713867
4,41E+00;4,17E+01;0.5645752
4,81E+01;7,00E+01;0.6713867
7,10E+01;5,69E+01;0.4425049
7,87E+01;2,43E+01;0.6408691
9,12E+01;1,11E+01;0.7171631
7,48E+01;4,24E+01;0.7629395
4,76E+01;4,33E+01;0.6103516
5,46E+01;3,63E+01;0.5950928
6,94E+01;9,77E+00;0.5950928
6,50E+01;-4,12E+00;0.7781982
6,33E+01;-1,37E+01;0.6866455
7,80E+01;6,41E+00;0.6103516
7,26E+01;2,24E+01;0.7476807
6,59E+01;2,20E+01;0.4882812
5,62E+01;1,50E+01;0.579834
3,34E+01;1,83E+01;0.6103516
3,02E+00;3,81E+00;0.4577637
1,42E+01;-6,56E+00;0.3509521
3,01E+01;-5,49E+00;0.5493164
7,52E+01;1,11E+01;0.7476807
8,62E+01;-1,27E+01;0.7324219
9,99E+01;-4,71E+01;0.7476807
0.0001150513;-7,81E-01;0.5645752
0.0001126099;-8,06E+01;0.5645752
8,93E+01;-4,39E+01;0.5950928
7,23E+01;-2,99E+01;0.6561279
7,45E+01;-2,72E+01;0.5950928
7,74E+01;-8,24E+00;0.4882812
7,66E+01;6,10E+00;0.4730225
8,45E+01;2,01E+00;0.5493164
9,35E+01;2,24E+01;0.7629395
8,77E+01;2,37E+01;0.579834
7,89E+01;4,27E+01;0.6866455
6,62E+01;7,31E+00;0.50354
6,07E+01;8,87E+01;0.6408691
6,27E+01;7,57E+01;0.5187988
6,03E+01;4,12E+01;0.6256104
5,49E+01;2,58E+01;0.5645752
5,63E+01;4,17E+01;0.3814697
7,00E+01;4,73E+01;0.6256104
7,46E+01;3,36E+01;0.50354
7,14E+01;2,43E+01;0.4119873
7,03E+01;1,74E+01;0.5493164
7,35E+01;4,56E+01;0.4882812
6,73E+01;5,19E+01;0.7629395
6,91E+01;4,91E+00;0.5340576
7,77E+01;2,01E+00;0.6713867
8,00E+01;-1,88E+01;0.5950928
7,87E+01;-6,58E+01;0.6866455
7,90E+01;-9,05E+01;0.6408691
7,93E+00;-7,61E+01;0.5950928
7,52E+01;-4,36E+01;0.6103516
7,26E+01;-3,11E+01;0.6256104
5,81E+01;-1,27E+01;0.6713867
4,78E+01;1,02E+01;0.5493164
3,98E+01;2,27E+00;0.5493164
2,66E+01;6,07E+01;0.4272461
3,72E+01;2,70E+01;0.579834
5,13E+01;1,42E+01;0.5950928
4,23E+01;2,14E+00;0.6561279
4,35E+01;2,33E+01;0.579834
6,64E+01;1,05E+01;0.4577637
8,80E+01;3,05E+01;0.50354
0.0001019287;3,46E+01;0.6256104
8,70E+01;1,63E+01;0.4730225
7,68E+01;-3,97E+00;0.579834
2,78E-01;-5,22E+01;0.7324219
3,07E+01;-3,65E+01;0.6103516
4,88E+01;-2,53E+01;0.4425049
4,93E+01;-3,17E+01;0.4425049
4,33E+01;-4,73E+01;0.7781982
3,89E+01;-6,39E+01;0.5493164
2,21E+01;-3,13E+01;0.5340576
1,98E+01;5,19E+00;0.7324219
5,10E+01;2,21E+01;0.5950928
8,90E+01;3,08E+01;0.7019043
0.000120697;-4,88E+00;0.6103516
9,63E+01;-3,88E+01;0.579834
9,05E+01;-1,01E+00;0.579834
9,12E+01;-1,37E+00;0.5340576
6,73E+01;8,54E+00;0.579834
4,43E+01;-1,68E+00;0.579834
3,98E+01;3,10E+01;0.579834
3,85E+01;1,40E+01;0.6256104
6,70E+01;1,37E+00;0.6561279
9,41E+01;2,35E+01;0.50354
0.000110321;1,37E+00;0.6561279
0.0001106262;-3,83E+01;0.7629395
8,09E+01;-6,62E+01;0.50354
7,92E+01;-5,57E+01;0.5493164
9,38E+01;-2,35E+01;0.5493164
